source_airport,destination_airport,distance_km,operating_airlines,min_stops,equipment_types
AAE,ALG,409.47,AH,0,736;738;ATR
AAE,CDG,1420.68,AH,0,738
AAE,IST,1869.88,AH,0,738
AAE,LYS,1015.75,AH,0,738
AAE,MRS,767.86,AH;ZI,0,319;738
AAE,ORN,767.61,AH,0,ATR
AAE,ORY,1394.66,AH;ZI,0,319;736
AAL,AAR,99.89,BA,0,FRJ
AAL,AGP,2506.84,DY,0,73H
AAL,ALC,2226.11,DY,0,73H
AAL,AMS,623.93,AZ;KL,0,E90;EMJ;F70
AAL,ARN,549.34,SK,0,S20
AAL,BCN,1842.09,IB;VY,0,320
AAL,BLL,156.38,DX;SK;TK,0,319;SF3
AAL,CPH,238.28,DY;SK,0,319;320;321;73H;AT7;CR2;CR9
AAL,IST,2216.01,TK,0,319;738
AAL,LGW,928.28,DY,0,73H
AAL,OSL,343.82,BA;M3;SK,0,73G;73H;FRJ;J31;SWM
AAL,PMI,2017.46,DY,0,73H
AAL,SVG,317.68,DX,0,SF3
AAN,CCJ,2596.92,IX,0,738
AAN,PEW,1882.33,NL,0,734
AAQ,DME,1157.85,S7,0,320
AAQ,LED,1711.91,SU,0,319;320
AAQ,SVO,1219.87,SU,0,319;320
AAR,AAL,99.89,BA,0,FRJ
AAR,AGP,2457.74,FR,0,738
AAR,BMA,550.24,BA,0,FRJ
AAR,CPH,147.74,SK,0,320;AT7;CR2
AAR,GOT,181.89,BA,0,FRJ
AAR,OSL,425.62,BA,0,FRJ
AAR,PMI,1949.66,FR,0,738
AAR,STN,835.0,FR,0,738
AAT,URC,429.91,CZ;GS,0,73G;E90
AAX,POJ,110.6,AD,0,AT4
AAY,SAH,854.68,FO,0,CR7
ABA,DME,3366.28,S7,0,320
ABA,IKT,884.07,IOS,0,AN4
ABA,NSK,1743.79,Y7,0,738
ABA,SVO,3374.84,SU,0,320
ABB,ABV,318.53,W3,0,73G
ABB,LOS,371.86,W3,0,73G
ABD,MHD,1243.68,B9;IR,0,100;M82
ABD,SYZ,430.22,EP,0,100
ABD,THR,657.47,B9;EP;IR,0,100;M82
ABE,ATL,1113.75,AF;DL;KL,0,717;CRJ
ABE,CLT,773.28,AA;US,0,CR7;CR9;CRJ
ABE,DTW,681.8,DL,0,CRJ
ABE,MYR,834.42,G4,0,M80
ABE,ORD,1050.39,UA,0,ER4;ERJ
ABE,PGD,1641.22,G4,0,M80
ABE,PHL,88.39,AA;US,0,CRJ;DH3;DH8
ABE,PIE,1564.02,G4,0,320;M80
ABE,SFB,1421.83,G4,0,320;M80
ABI,DFW,253.33,AA;US,0,CRJ;ER4;ERD
ABJ,ACC,417.91,E2;EK;HF;ME;MS;S9;SA,0,143;319;332;738;77W;E70;M82
ABJ,ALG,3569.78,AH,0,738
ABJ,BKO,921.4,HF;L6,0,319;73G
ABJ,BOY,657.42,2J,0,CRJ
ABJ,BRU,5134.85,AC;LH;SN;UA,0,332;333
ABJ,CDG,4903.21,AF;AZ,0,772
ABJ,CKY,1170.58,ET;HF,0,DH8;E70
ABJ,CMN,3148.16,AT,0,738;73G
ABJ,COO,708.65,DN;ET;L6,0,320;73G;73W;752
ABJ,DKR,1819.66,DN;HF;KQ,0,319;320;738;73W
ABJ,DLA,1518.75,HF,0,319
ABJ,FNA,1088.87,E2,0,M82
ABJ,IST,5152.42,TK,0,739
ABJ,LBV,1574.24,HF,0,319
ABJ,LFW,581.96,ET;HF;LH;SN;UA,0,319;333;DH8;E70
ABJ,LOS,814.81,ET;ME;QC;W3,0,332;737;CR9;DH8
ABJ,NBO,4596.06,KQ,0,738;73W
ABJ,ORY,4869.45,SS,0,333
ABJ,OUA,831.93,2J;AC;ET;HF;LH;SN;UA,0,332;333;752;CRJ;E70;M87
ABJ,ROB,720.2,E2,0,M82
ABJ,TUN,3796.59,TU,0,320
ABL,OTZ,207.48,7H;8E,0,CNC
ABL,SHG,38.74,7H;8E,0,CNC
ABM,CNS,749.62,Q6,0,DH1
ABQ,ATL,2038.33,AF;AZ;DL;KL;VS,0,320;757
ABQ,BWI,2682.04,WN,0,73W
ABQ,CNM,370.68,LW,0,CNC
ABQ,DAL,932.06,WN,0,733;735;73C;73W
ABQ,DEN,562.66,FL;UA;WN,0,73C;73W;CR7;CRJ;DH4;E70
ABQ,DFW,913.81,AA;US,0,M80;M83
ABQ,HOU,1220.61,WN,0,735;73C;73W
ABQ,IAH,1195.69,UA,0,320;738
ABQ,JFK,2931.44,B6,0,320
ABQ,LAM,98.31,LW,0,CNC
ABQ,LAS,781.12,FL;WN,0,733;73C;73W
ABQ,LAX,1087.57,AA;AS;UA;US;WN,0,73C;73W;CR7;CRJ
ABQ,MCI,1154.18,FL;WN,0,73C;73W
ABQ,MDW,1800.93,FL;WN,0,73W
ABQ,MSP,1577.03,DL,0,320
ABQ,OAK,1427.24,WN,0,733;73C;73W
ABQ,ORD,1795.92,AA;UA;US,0,CR7;E70;E75
ABQ,PDX,1786.66,FL;WN,0,73W
ABQ,PHX,527.71,AA;US;WN,0,733;73C;73W;CR9;CRJ
ABQ,SAN,1009.25,WN,0,733;73C;73W
ABQ,SEA,1897.32,WN,0,73W
ABQ,SFO,1439.3,UA,0,CRJ
ABQ,SLC,793.59,DL,0,CR7;CR9
ABR,MSP,412.45,DL,0,CRJ
ABS,ASW,215.52,MS,0,E70
ABT,DMM,1079.1,SV,0,320
ABT,JED,299.72,SV,0,320
ABT,RUH,733.9,SV,0,320
ABV,ABB,318.53,W3,0,73G
ABV,ACC,902.42,W3,0,CR9
ABV,ADD,3462.46,ET,0,77L
ABV,BNI,350.8,W3,0,73G;CR9
ABV,CAI,3435.06,MS,0,738
ABV,CBQ,463.89,W3,0,73G
ABV,CDG,4470.13,AF;DL;KL,0,332
ABV,COO,613.02,ET,0,DH8
ABV,ENU,283.52,W3,0,73G
ABV,FRA,4563.55,LH,0,343
ABV,GMO,423.37,W3,0,CR9;DH4
ABV,IBA,405.13,W3,0,DH4
ABV,ILR,310.81,W3,0,CR9
ABV,KAN,365.16,W3,0,CR9;DH4
ABV,LFW,733.71,ET,0,DH8
ABV,LHR,4774.22,BA,0,777
ABV,LOS,511.42,W3,0,738;73G;CR9
ABV,NDJ,917.69,ET,0,DH8
ABV,NIM,744.5,ET,0,DH8
ABV,PHC,445.16,AF;DL;KL;W3,0,332;73G
ABV,QOW,398.1,W3,0,73G;DH4
ABV,QRW,411.38,W3,0,DH4
ABV,SKO,489.22,W3,0,73G;CR9
ABV,SSG,605.38,LH,0,343
ABV,YOL,567.97,W3,0,73G;CR9
ABX,MEL,259.34,ZL,0,SF3
ABX,SYD,450.83,QF;VA;ZL,0,AT7;DH3;DH4;SF3
ABY,ATL,234.67,AF;AM;DL;KL,0,CRJ
ABZ,AMS,703.27,KL,0,737;EMJ;F70
ABZ,BGO,548.27,SK;WF,0,DH3;DH4
ABZ,BHD,367.31,BE,0,DH4
ABZ,BHX,528.74,BE,0,DH4;E75
ABZ,BRS,647.94,BM,0,ER4
ABZ,CDG,963.58,AF;AZ;BE,0,E70;EMJ
ABZ,CPH,928.63,SK,0,CR2;CR9
ABZ,DUB,492.89,EI,0,AT7
ABZ,EBJ,687.09,BM,0,ER4
ABZ,EMA,489.15,T3,0,J41
ABZ,FRA,1065.17,LH,0,735
ABZ,HUY,419.85,T3,0,J41;S20
ABZ,KOI,199.62,BE,0,S20;SF3
ABZ,KSU,857.93,BM,0,ER4
ABZ,LBA,372.48,T3,0,J41
ABZ,LCY,649.95,BA,0,E70;S20
ABZ,LGW,685.64,U2,0,319
ABZ,LHR,647.09,AA;BA;IB;UN;VS,0,319;320;321;333
ABZ,LSI,302.23,BE,0,S20;SF3
ABZ,LTN,603.94,U2,0,319;320
ABZ,MAN,427.93,BE;BM,0,DH4;E75;ER4
ABZ,MME,303.23,T3,0,J41;S20
ABZ,NCL,242.7,T3,0,ER4;J41;S20
ABZ,NWI,550.02,BM;T3,0,ER3;ER4;S20
ABZ,OSL,830.24,BM;SK,0,736;73H;73W;ER3
ABZ,RIX,1572.71,BT,0,735
ABZ,SVG,497.01,SK;T3;WF,0,736;73G;DH4;ER3;J41
ABZ,SYY,270.11,T3,0,J41
ABZ,WIC,149.48,T3,0,J41
ACA,IAH,1537.76,UA,0,ERJ
ACA,MEX,306.51,4O;AM;VW,0,320;737;ATR;E70;E75;EMJ;ERJ
ACA,MTY,1003.8,VB,0,733
ACA,TIJ,2464.19,Y4,0,319
ACA,TLC,287.57,4O;AM,0,320;ERJ
ACC,ABJ,417.91,E2;EK;HF;ME;MS;S9;SA;TK,0,143;319;332;738;739;77W;E70;M82
ACC,ABV,902.42,W3,0,CR9
ACC,ADD,4312.08,ET,0,738
ACC,AMS,5212.86,KL,0,330
ACC,BEY,4829.52,ME,0,332
ACC,CAI,4282.92,MS,0,738
ACC,CMN,3180.99,AT,0,738;73G
ACC,COO,294.26,HF,0,319;E70
ACC,DKR,2148.78,3G;KQ;W3,0,319;738;CR9
ACC,DXB,6288.96,EK,0,77W
ACC,FCO,4208.02,AZ,0,330
ACC,FNA,1475.85,E2;ET;KQ,0,738;DH8;M82
ACC,FRA,5007.34,LH,0,333
ACC,IST,4894.57,TK,0,739
ACC,JFK,8221.49,DL,0,76W
ACC,JNB,4673.63,SA,0,332
ACC,KMS,200.0,5G;AW;O4;S9,0,143;AT7;ATR;ER4
ACC,LFW,169.11,ET,0,DH8
ACC,LHR,5100.07,AA;BA,0,744
ACC,LIS,3798.04,TP,0,320
ACC,LOS,400.51,3G;AW;W3;WB,0,319;738;73G;ER4
ACC,MAD,3891.79,IB,0,319
ACC,MLW,1173.87,ET,0,DH8
ACC,NBO,4190.54,KQ,0,738
ACC,NYI,308.55,O4,0,ATR
ACC,OUA,764.74,2J,0,CRJ
ACC,ROB,1129.79,3G;DL;KQ;W3,0,319;738;73G;76W
ACC,TKD,194.73,O4;S9,0,143;ATR
ACC,TML,446.09,AW;O4;S9,0,143;ATR;ER4
ACC,WDH,3665.34,SW,0,319
ACE,AMS,3005.88,HV,0,73H
ACE,BCN,1974.13,FR;IB;VY,0,320;738
ACE,BFS,2920.17,LS;TCX,0,321;733
ACE,BGY,2757.69,FR,0,738
ACE,BHX,2790.18,DE;FR;TCX;TO;TOM;ZB,0,320;321;738;73H;752;757;75W
ACE,BIO,1859.37,IB;UX;VY,0,320;738
ACE,BLK,2891.0,LS,0,73C
ACE,BLQ,2795.71,FR,0,738
ACE,BOH,2619.74,FR,0,738
ACE,BRE,3243.85,ST,0,319
ACE,BRS,2654.16,FR;TCX,0,320;738
ACE,BVA,2640.32,FR,0,738
ACE,CGN,2989.9,AB,0,738
ACE,CRL,2831.02,FR,0,738
ACE,DUB,2786.49,EI;FR,0,320;738
ACE,DUS,3006.73,AB;DE,0,321;32S;332;738;757
ACE,EDI,3110.34,FR,0,738
ACE,EIN,2957.13,FR,0,738
ACE,EMA,2840.21,FR;LS;TCX;TO;TOM;ZB,0,321;738;73H
ACE,FKB,2875.42,FR,0,738
ACE,FRA,2996.01,DE;X3,0,73H;757
ACE,FUE,60.32,AB;DE;HG;HQ;LG,0,320;321;73W;757
ACE,GLA,3081.22,DE;LS;TCX;TO;TOM,0,738;73H;752;757;75W
ACE,HAJ,3239.29,DE;X3,0,32S;73H
ACE,HAM,3345.82,AB;DE,0,320;32S
ACE,HHN,2922.51,FR,0,738
ACE,LBA,2935.41,FR;LS;ZB,0,320;738;752;75W
ACE,LEJ,3291.83,AB;DE,0,32S;738
ACE,LGW,2710.19,BA;DE;DY;IB;TCX;TO;TOM;U2;ZB,0,320;321;73H;752;753;757;75W
ACE,LPA,207.46,NT;PM,0,AT4;AT7;CR9
ACE,LPL,2850.17,FR;U2,0,320;738
ACE,LTN,2774.96,FR;TO;ZB,0,320;321;738;73H;75W
ACE,LUX,2843.61,LG,0,73H
ACE,MAD,1574.08,FR;IB;UX,0,32S;332;738
ACE,MAN,2866.98,DE;FR;LS;TCX;TO;TOM;ZB,0,320;321;330;738;73H;752;753;75W
ACE,MUC,3058.01,AB;DE,0,32S;738
ACE,NCL,3054.04,LS;TCX;TO;TOM,0,73H;752;75W
ACE,NOC,2802.97,FR,0,738
ACE,NRN,3004.26,FR,0,738
ACE,ORK,2580.91,EI;FR,0,320;738
ACE,OVD,1759.58,UX,0,332
ACE,PAD,3121.0,DE,0,32S
ACE,PIK,3039.88,FR,0,738
ACE,SCQ,1619.26,FR;UX,0,738
ACE,SDR,1831.07,FR,0,738
ACE,SNN,2669.43,FR,0,738
ACE,STN,2796.0,FR;TO;TOM,0,738;73H
ACE,STR,2931.91,DE;X3,0,32S;73H
ACE,SVQ,1183.34,FR,0,738
ACE,SXF,3427.38,DE,0,32S
ACE,TFN,271.76,NT,0,AT7
ACE,TXL,3427.66,AB,0,321
ACE,ZAZ,1812.55,FR,0,738
ACE,ZRH,2806.39,AB;LX,0,320
ACH,EBA,528.05,3L,0,DH3
ACH,VIE,527.94,PE,0,E70
ACI,GCI,41.09,GR,0,BNT
ACI,SOU,151.16,GR,0,BNT
ACK,BOS,146.29,9K,0,CNA
ACK,EWB,88.29,9K,0,CNA
ACK,HPN,306.02,TJ,0,PL2
ACK,HYA,49.78,9K,0,CNA
ACK,MVY,48.82,9K,0,CNA
ACK,TEB,338.41,TJ,0,PL2
ACR,LCR,69.67,9R,0,BE1
ACR,SVI,401.55,9R,0,BE1
ACT,DFW,144.08,AA;US,0,ER4;ERD
ACU,PAC,174.83,7P,0,DHT
ACV,CEC,89.83,UA,0,EM2
ACV,SFO,402.19,UA,0,EM2
ACV,SMF,332.61,UA,0,EM2
ACX,CAN,866.12,CZ,0,319
ACX,CKG,541.24,G5,0,CR9
ACX,KWE,245.05,G5,0,CR2;CR9
ACX,NAY,1950.84,KN;MU,0,737
ACX,PVG,1781.57,MU,0,319
ACY,BOS,441.01,NK,0,319
ACY,DTW,798.86,NK,0,319
ACY,FLL,1576.11,NK,0,319;320
ACY,IAH,2162.88,UA,0,ERJ
ACY,MCO,1373.47,NK,0,320
ACY,MYR,750.6,NK,0,320
ACY,ORD,1156.34,NK;UA,0,319;ERJ
ACY,RSW,1583.67,NK,0,319
ACY,TPA,1472.1,NK,0,319
ACZ,MHD,597.69,EP,0,100
ADA,ADB,729.72,PC;XQ,0,738
ADA,AYT,398.22,PC;XQ,0,738
ADA,EBL,779.14,KK;Z4,0,320;321
ADA,ECN,258.86,KK;PC,0,320;738
ADA,ESB,402.27,TK,0,738;73W
ADA,IST,737.84,8Q;KK;TK,0,319;320;321;738;739;73W
ADA,JED,1742.09,XY,0,320
ADA,SAW,675.24,PC;TK,0,320;738
ADA,TZX,592.27,PC,0,738
ADA,VAN,726.92,PC,0,738
ADB,ADA,729.72,PC;XQ,0,738
ADB,AMS,2326.89,HV;PC;XQ,0,738;73H;73W
ADB,ARN,2463.48,XQ,0,738
ADB,ASR,727.0,PC;XQ,0,738
ADB,ATH,283.81,PC,0,738
ADB,AYT,356.42,PC;XQ,0,738
ADB,BHX,2723.29,TO,0,75W
ADB,BRE,2161.85,XQ,0,738
ADB,BRU,2261.97,PC,0,738
ADB,BSL,1894.66,PC;XQ,0,738
ADB,CDG,2295.37,HQ;XQ,0,320;738
ADB,CGN,2101.26,XQ,0,738
ADB,CPH,2208.64,XQ,0,738
ADB,DIY,1141.41,PC;XQ,0,738
ADB,DTM,2116.3,XQ,0,738
ADB,DUB,3044.53,EI,0,320
ADB,DUS,2149.43,PC;XQ,0,738
ADB,ECN,663.78,KK;PC,0,320;738
ADB,ESB,542.69,PC;TK,0,738;73G
ADB,EZS,1056.51,PC,0,738
ADB,FRA,1965.6,XQ,0,738
ADB,GNY,1033.99,PC,0,738
ADB,GZT,920.8,PC;XQ,0,738
ADB,HAJ,2073.25,XQ,0,738
ADB,HAM,2149.1,TK;XQ,0,320;738
ADB,HEL,2453.88,XQ,0,738
ADB,HTY,834.49,PC,0,738
ADB,IST,358.57,8Q;KK;PC;TK,0,319;320;321;330;343;738;739;73W;77W
ADB,LGW,2567.2,TO;U2,0,320;75W
ADB,LUX,2085.72,LG,0,73H
ADB,LYS,1993.84,XQ,0,738
ADB,MAN,2796.7,TO,0,75W
ADB,MQM,1189.46,PC,0,738
ADB,MUC,1666.96,LH;XQ,0,319;320;321;738
ADB,NTE,2529.85,XQ,0,738
ADB,SAW,343.46,PC;TK;XQ,0,320;738
ADB,STN,2574.0,PC,0,738
ADB,STR,1844.06,PC;XQ,0,738
ADB,SXB,1936.53,XQ,0,738
ADB,TXL,1913.26,XQ,0,738
ADB,TZX,1121.47,PC;XQ,0,738
ADB,VAS,857.97,PC,0,738
ADB,VIE,1385.89,XQ,0,738
ADB,ZRH,1819.93,XQ,0,738
ADD,ABV,3462.46,ET,0,77L
ADD,ACC,4312.08,ET,0,738
ADD,AMH,352.87,ET,0,DH8
ADD,ASO,476.3,ET,0,DH8
ADD,AXU,574.76,ET,0,DH8
ADD,BAH,2292.21,GF,0,320
ADD,BEY,2783.11,ET,0,738
ADD,BJR,334.17,ET,0,DH8
ADD,BKK,6757.83,ET;SQ,0,763
ADD,BKO,5116.06,ET;SA,0,763
ADD,BOM,3834.7,AI;ET,0,752;788
ADD,CAI,2473.54,ET;MS,0,738;73W
ADD,CAN,8038.07,CA;ET;ZH,0,737;77W
ADD,CDG,5580.73,ET,0,763
ADD,COO,4021.9,ET,0,73W;752
ADD,DAR,1763.67,ET;LH,0,738;73W
ADD,DEL,4552.46,AI;ET,0,752;763
ADD,DIR,342.85,ET,0,73W;DH8
ADD,DLA,3258.53,ET;TK,0,763
ADD,DMM,2264.19,ET,0,73W
ADD,DOH,2262.52,QR,0,320
ADD,DXB,2518.96,EK;ET;FZ,0,332;738;73H;763;77L;788
ADD,EBB,1217.6,ET;LH,0,73W;763
ADD,ENU,3452.06,ET,0,752
ADD,FBM,2604.51,ET,0,738;73W
ADD,FCO,4481.39,ET,0,763
ADD,FIH,2985.02,ET,0,788
ADD,FRA,5348.75,ET;LH,0,788
ADD,GDQ,421.14,ET,0,DH8
ADD,GMB,475.27,ET,0,DH8
ADD,HGA,583.61,ET,0,DH8
ADD,HKG,8106.59,ET,0,788
ADD,HRE,3109.58,ET;LH;SK;TK,0,788
ADD,IST,3724.85,TK,0,738
ADD,JED,1412.88,AC;ET;LH;SK;SV;UA,0,320;333;738;752
ADD,JIB,556.04,ET;KL;KQ;MS,0,73W;DH8;E90;EMJ
ADD,JIJ,453.21,ET,0,DH8
ADD,JIM,262.41,ET,0,DH8
ADD,JNB,4068.01,ET;SA,0,77L
ADD,JRO,1392.81,ET,0,763
ADD,JUB,916.23,ET;TK,0,73W;DH8
ADD,KGL,1549.99,ET;MS,0,738
ADD,KRT,1000.21,ET;SD,0,320;738;DH8
ADD,KWI,2446.29,ET;KU,0,738;73W
ADD,LAD,3456.99,ET;MS,0,77W
ADD,LBV,3388.4,ET,0,738
ADD,LFW,4148.41,ET,0,73W;788
ADD,LHR,5919.94,ET,0,77L;788
ADD,LLW,2591.47,ET,0,738
ADD,LOS,3916.31,ET,0,77L
ADD,LUN,2933.56,ET,0,788
ADD,MBA,1449.63,ET;LH,0,738;DH8
ADD,MCT,2633.14,ET;WY,0,73G;73W
ADD,MPM,3938.54,ET,0,738;73W
ADD,MQX,505.59,ET,0,738;73W;DH8
ADD,NBO,1163.61,ET;KL;KQ;OZ,0,738;763;E90
ADD,NDJ,2620.46,ET,0,738;752;763
ADD,NIM,4020.99,ET,0,752
ADD,OUA,4417.02,ET,0,752
ADD,PEK,8329.36,CA;ET,0,77L
ADD,PNR,3354.46,ET,0,738
ADD,PVG,8830.82,ET,0,77L;788
ADD,RUH,1963.96,ET;SV,0,320;738
ADD,SAH,932.03,IY,0,310;330
ADD,SSG,3373.95,ET;TK,0,763
ADD,SZE,393.81,ET,0,DH8
ADD,TLV,2592.81,ET,0,763
ADE,AHB,653.09,FO,0,CR7
ADE,AMM,2294.72,IY;RJ,0,310;320;E75;E95
ADE,ASM,714.39,UE,0,320
ADE,AUH,1639.43,IY,0,320
ADE,BBO,271.52,XU,0,EM2
ADE,BOM,3052.54,IY,0,320
ADE,CAI,2379.28,IY,0,320
ADE,DMM,1596.47,FO;IY,0,CR7
ADE,DOH,1545.99,IY,0,320
ADE,DXB,1755.53,IY;UE,0,310;320
ADE,GXF,534.36,FO,0,CR7
ADE,IST,3535.94,TK,0,738
ADE,JED,1164.58,IY;SV,0,320;330
ADE,MGQ,1202.96,FO,0,CR7
ADE,RIY,511.75,FO,0,CR7
ADE,RUH,1359.92,IY,0,310
ADE,SAH,306.96,FO;IY,0,310;320;CR2;CR7
ADE,SHJ,1771.88,FO,0,CR7
ADF,ESB,543.18,TK,0,738
ADF,IST,921.39,TK,0,320;738
ADK,ANC,1913.27,AS,0,734;73Q
ADL,AKL,3251.34,JQ;NZ;US;VA,0,320
ADL,ASP,1316.76,QF,0,73H
ADL,BHQ,426.03,ZL,0,SF3
ADL,BNE,1619.94,AA;JQ;QF;TT;VA,0,320;737;73H;73W;E90
ADL,CBR,970.21,QF;VA,0,73H;E90
ADL,CED,545.4,ZL,0,SF3
ADL,CNS,2132.34,JQ,0,320
ADL,CPD,748.31,ZL,0,SF3
ADL,DPS,3759.9,JQ;VA,0,320;73H
ADL,DRW,2621.3,JQ;QF,0,320;73H
ADL,DXB,11006.46,EK;QF,0,77W
ADL,HKG,6875.84,CX,0,333
ADL,KGC,125.32,ZL,0,SF3
ADL,KGI,1657.36,QF,0,717
ADL,KUL,5681.83,D7;MH,0,330;333
ADL,MEL,641.6,JQ;QF;TT;VA,0,320;73H;E90
ADL,MGB,371.09,ZL,0,SF3
ADL,MQL,335.0,ZL,0,SF3
ADL,OLP,519.48,QF,0,F50
ADL,OOL,1604.19,JQ;VA,0,320;73H
ADL,PER,2115.45,JQ;QF;VA,0,320;73H;E90
ADL,PLO,245.05,QF;ZL,0,DH4;SF3
ADL,PUG,281.36,SH,0,SWM
ADL,SIN,5402.02,ET;SQ;VA,0,333
ADL,SYD,1164.14,AA;JQ;QF;TT;VA,0,320;717;737;73H;73W;E90
ADL,WYA,229.72,ZL,0,SF3
ADQ,AKK,135.67,8D,0,CNA
ADQ,ANC,406.02,7H;AS,0,734;73Q;BE1;DH8
ADQ,AOS,84.58,2O,0,BNI
ADQ,KKB,49.56,2O,0,BNI
ADQ,KLN,91.49,2O,0,BNI
ADQ,KOZ,19.23,2O;8D,0,BNI;CNA
ADQ,OLH,75.16,2O;8D,0,BNI;CNA
ADQ,ORI,25.71,8D,0,CNA
ADU,MHD,1018.54,IR,0,100
ADU,THR,389.51,EP;IR,0,100;AT7
ADZ,BAQ,777.62,CM,0,E90
ADZ,BOG,1207.66,AV;CM;LA,0,320;E90
ADZ,CLO,1163.64,CM;LA,0,320;E90
ADZ,CTG,716.03,CM,0,E90
ADZ,MDE,992.39,CM,0,E90
ADZ,PEI,1084.79,CM,0,E90
ADZ,PTY,465.97,CM,0,E90
ADZ,PVA,94.11,9R,0,L4T
AEB,CAN,647.1,HU,0,738
AEB,CKG,667.76,G5,0,CR9
AEB,KWL,353.3,G5,0,CR9
AEP,AFA,914.14,AR,0,E90
AEP,ASU,1039.82,AR,0,737
AEP,BHI,571.48,AR;LA,0,320;737
AEP,BRC,1335.25,AR;LA,0,320;737
AEP,COR,649.13,AR;LA,0,320;737
AEP,CPC,1279.56,AR,0,E90
AEP,CRD,1463.9,AR;LA,0,320;737
AEP,CTC,959.99,AR,0,E90
AEP,CWB,1340.01,AR,0,E90
AEP,EQS,1439.31,AR,0,E90
AEP,FLN,1210.61,AR,0,737
AEP,FMA,928.26,AR,0,E90
AEP,FTE,2068.5,AR,0,737
AEP,GIG,1969.18,AR,0,737
AEP,GRU,1694.0,AR;G3;JJ,0,320;737;738
AEP,IGR,1051.36,AR;LA,0,320;737
AEP,IRJ,977.3,AR,0,E90
AEP,JUJ,1301.56,AR,0,737
AEP,LUQ,746.35,AR,0,E90
AEP,MDQ,382.8,8R;AR,0,737;SF3
AEP,MDZ,978.59,AR;LA,0,320;737
AEP,MVD,220.21,5Q;AR,0,737;AT7
AEP,NQN,994.8,AR;LA,0,320;737
AEP,PDP,305.36,5Q;AR,0,AT7;E90
AEP,PMY,1080.13,OY,0,M82
AEP,POA,848.97,AR,0,737
AEP,PRA,362.49,8R;AR,0,E90;SF3
AEP,PSS,830.92,AR,0,737
AEP,REL,1129.28,AR,0,737
AEP,RES,792.85,AR,0,737
AEP,RGA,2258.39,AR,0,737
AEP,RGL,2086.91,AR;LA,0,320;737
AEP,RHD,1000.8,AR,0,E90
AEP,ROS,286.16,8R;AR,0,E90;SF3
AEP,RSA,575.89,AR,0,E90
AEP,SCL,1147.28,AR;LA,0,320;737
AEP,SDE,940.41,AR,0,737
AEP,SFN,387.3,8R;AR,0,E90;SF3
AEP,SLA,1275.97,AR;LA;OY,0,320;737;M82
AEP,TUC,1069.68,AR;LA,0,320;737
AEP,UAQ,988.99,AR;LA,0,320;737
AEP,USH,2381.38,AR;LA,0,320;737
AEP,VDM,808.98,AR,0,E90
AER,DME,1337.86,S7;U6;UN;Y7,0,319;320;734;735;738
AER,DYU,2470.16,7J,0,735
AER,EVN,519.73,QN;SU,0,319;735
AER,IST,950.99,SU;TK,0,319;321
AER,KIV,945.53,9U,0,EM2
AER,KJA,3914.29,Y7,0,738
AER,KRR,187.01,R3;SU,0,319;DH4
AER,KZN,1506.83,2B,0,CR2
AER,LBD,2476.5,SZ;U6,0,320;737
AER,LED,1932.59,SU,0,319;320
AER,MSQ,1449.43,B2,0,735;CRJ
AER,OMS,2704.82,SU,0,319
AER,SVO,1404.16,SU,0,320;321;738
AER,SVX,2080.64,SU;U6,0,319;320
AER,TAS,2409.44,HY;SU,0,319;767
AER,TZX,273.31,PC,0,738
AER,VKO,1363.76,UN,0,73G
AES,ALC,2737.62,DY,0,73H
AES,AMS,1143.0,AZ;KL,0,E90;EMJ
AES,BGO,256.82,SK;WF,0,736;DH3;DH4
AES,CPH,856.73,SK,0,CR2;CR9
AES,GDN,1155.18,W6,0,320
AES,LGW,1324.41,DY,0,73H
AES,OSL,377.74,DY;SK,0,733;736;738;73G;73H;73W
AES,RIX,1174.56,BT,0,DH4
AES,TRD,262.01,SK,0,736
AES,VNO,1408.58,W6,0,320
AET,BTT,62.66,8V,0,CNC
AET,FAI,291.26,8V,0,CNC
AET,HUS,92.76,8V,0,CNC
AEX,ATL,803.64,AF;DL;KL,0,CR9;CRJ
AEX,DFW,457.26,AA;US,0,CRJ;ER4;ERD
AEX,IAH,305.93,UA,0,ERJ
AEY,RKV,249.4,NY,0,DH8;F50
AFA,AEP,914.14,AR,0,E90
AFA,LUQ,238.88,AR,0,E90
AFL,CGB,643.43,AD,0,E90
AFZ,THR,568.01,EP,0,100
AGA,AMS,2704.91,HV,0,73H
AGA,BRU,2561.33,AT;HQ;SN,0,319;320
AGA,CDG,2310.04,U2,0,319
AGA,CMN,379.59,AT,0,738;73G;AT7
AGA,CRL,2518.59,FR,0,738
AGA,DUS,2686.24,DE,0,32S
AGA,EUN,511.99,AT,0,738
AGA,FRA,2656.31,DE,0,32S
AGA,LEJ,2945.84,DE,0,32S
AGA,LGW,2437.79,TO;TOM;U2,0,319;73H
AGA,LIL,2478.72,HQ;TO,0,320;73H
AGA,LPA,638.2,NT,0,AT7
AGA,LUX,2513.74,LG,0,73H;73W
AGA,LYS,2124.49,U2,0,319
AGA,MAN,2624.95,TO;TOM;ZB,0,320;73H
AGA,MRS,1948.69,FR,0,738
AGA,MUC,2691.47,DE,0,32S
AGA,ORY,2275.95,AT;TO,0,320;738;73H
AGA,SXF,3083.18,U2,0,320
AGA,VIL,977.62,AT,0,738
AGB,MRS,708.38,ST,0,FRJ
AGF,DCM,152.55,A5,0,AT5
